start	end	text
0	21000	Here they are for one and all, the movements are about to come, come on and sit down here with me.
21000	29000	Here for you are your TV, they are the movements, they are the movements.
29000	35000	So come with me, give me your hand, I'll take you up to a moment land.
35000	46000	You can fly just like a bird, sing that song ever, there were the movements, there were the movements,
46000	58000	there were the movements, there were the movements, there were the movements, there were the movements.
76000	83000	Ba-ba-ba-ba-ba-ba-ba-ba-ba-ba-ba-ba-ba-ba-ba-ba-ba-ba-ba-a!
98000	104000	Have you ever heard of Moon and Valley?
104000	112000	Deep white snow covers the whole valley, and everyone goes to sleep so that they keep warm.
115000	118000	Look, there's a woman house.
123000	126000	There's a woman, our hero.
126000	129000	A woman, a woman, a woman.
132000	135000	A woman, a woman.
136000	139000	A woman, a woman.
141000	146000	And this little bundle must be little my.
146000	153000	I think before our story starts, we better wake everyone up with some spring sunshine.
177000	178000	Oh!
192000	195000	At last! It's spring!
198000	202000	Wake up, everyone! It's spring time!
207000	210000	A woman, a woman.
214000	216000	A woman.
216000	218000	Oh, little my, you're up.
218000	221000	It's hard to stay asleep with you yelling.
221000	224000	I can't help it if I'm happy.
224000	226000	So yeah, woke me.
226000	229000	I was having a lovely dream about living in a watermelon.
229000	231000	But it's beautiful outside.
231000	234000	Oh, gee, isn't. Is it really, woman?
234000	238000	Yes, it's all fresh. The flowers are out and the sun is shining.
239000	241000	So, I like being asleep.
241000	245000	But it's spring. You said you wanted me to wake you as soon as spring was here.
245000	247000	Oh, boy, did I?
247000	252000	Yes, you did, little my. You said you wanted to be a welcome as soon as spring was here.
252000	255000	Really? Yes, you did.
255000	257000	Did I say something like that?
257000	262000	You can go back to bed if you want to. Nobody's making you get up, little my.
262000	266000	No, there's really no point, movement. I'm not sleepy anymore.
266000	269000	Well, there you are then.
269000	271000	Mama!
271000	273000	Good spring, movement.
273000	277000	Movement, mama. I'm starving. Have you got any watermelon?
277000	280000	No, but there's lots of other things.
280000	284000	We'll all have a nice big breakfast.
288000	291000	I can hear a snuffkin.
292000	295000	Good spring.
305000	309000	Wouldn't it be quicker to use the stairs?
309000	311000	More fun this way.
311000	314000	Are you going home now?
314000	318000	Yes, thanks very much for letting me spend the winter here.
318000	323000	Don't think your sister will be back yet, though. I'll go anyway.
329000	331000	Snuffkin!
331000	333000	Oh, hello, movement.
333000	336000	It's really good to see you, snuffkin.
336000	337000	And you too?
337000	338000	You're back, Arley.
338000	340000	Aren't you having a good time?
340000	342000	Yes, I was.
