start	end	text
0	21000	Here they are for one and all, the movements are about to come, come on and sit down here with me.
21000	29000	Here for you are your TV, they are the movements, they are the movements.
29000	35000	So come with me, give me your hand, I'll take you up to a moment land.
35000	46000	You can fly just like a bird, sing that song ever, there were the movements, there were the movements,
46000	58000	there were the movements, there were the movements, there were the movements, there were the movements.
76000	91220	Ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha.
97560	100880	Have you ever heard of Moombin valley?
100880	110480	In winter, deep white snow covers the whole valley, and everyone goes to sleep so that they
110480	112480	keep warm.
112480	123760	Look, there's a woman house.
123760	131640	This woman, our hero,
131640	140920	and Papa, and Mum and Mama.
140920	154440	And this little bundle must be little my.
154440	176160	I think before our story starts, we'd better wake everyone up with some spring sunshine.
176160	196160	At last, it's spring.
196160	204160	Wake up everyone, it's spring time.
204160	224480	I can't help it if I'm happy.
224480	226280	So yeah, woke me.
226280	231000	I was having a lovely dream about living in a watermelon, but it's beautiful outside.
231000	234000	Oh gee, isn't it, is it really moving?
234000	241360	Yes, it's all fresh, the flowers are out and the sun is shining, so I like being asleep.
241360	245360	But it's spring, you said you wanted me to wake you as soon as spring was here.
245360	246960	Oh boy, did I?
246960	249160	Yes, you did little my.
249160	252640	You said you wanted to be a welcome as soon as spring was here.
252640	253640	Really?
253640	254640	Yes, you did.
254640	258000	Did I say something like that?
258000	260000	You can go back to bed if you want to.
260000	262320	Nobody's making you get up, little my.
262320	266000	No, there's really no point, Mum, and I'm not sleepy anymore.
266000	270000	Well, there you are then.
270000	271000	Mama!
271000	273000	Good spring, Mum.
273000	275840	Mum, and Mama, I'm starving.
275840	277560	Have you got any water, Mellon?
277560	280560	No, but there's lots of other things.
280560	287560	You'll all have a nice, big breakfast.
287560	294560	I can hear a snuff gun.
304560	309560	Wouldn't it be quicker to use the stairs?
309560	311560	More fun this way.
311560	313560	Are you going home now?
313560	318560	Yes, thanks very much for letting me spend the winter here.
318560	320560	Don't think your sister will be back yet, though.
320560	322560	I'll go anyway.
328560	331560	Snuff gun!
331560	333560	Oh, hello, Mum.
333560	335560	It's really good to see you, Snuffkin.
335560	337560	And you too.
337560	339560	Jack Arley, weren't you having a good time?
339560	341560	Yes, I was.
341560	344560	But I didn't want to miss springtime in Mum and Valley.
344560	346560	What did you do?
346560	348560	I'll tell you later.
348560	352560	Let's go wake up, Snuff, and think of something exciting to do.
352560	354560	I don't think he'll like it.
